	amp_0.5	amp_0.55	amp_0.6	amp_0.65	amp_0.7	amp_0.75	amp_0.8	amp_0.85	amp_0.9	amp_0.95
0	0.4588735035770533	0.45661197303361206	0.45587514148808617	0.45465793379361047	0.45374811372198715	0.4530728615092071	0.4513520567136458	0.45118835459190615	0.4502995292452827	0.45008240282561623
1	0.4598077944397198	0.45946716382940656	0.4580144652605337	0.45674336766906093	0.45600055705608483	0.4549702702057583	0.4540825685172139	0.4538200159965019	0.45328232446792066	0.45239108288991403
2	0.462695983901284	0.4613721531264395	0.45967229161214296	0.45883918665002277	0.4582160273378373	0.4570710038275982	0.45680067499760546	0.45661463980781314	0.456325034743859	0.4548407323750678
3	0.4646890998920524	0.46329013017952453	0.4623199061352253	0.46116148140482116	0.46079455718051776	0.45991408725515626	0.4590322773482076	0.45915874424929165	0.4583600676712443	0.4581440793157291
4	0.4675923516352386	0.46616967479840565	0.4648321871021309	0.46420342483301363	0.4633525914330566	0.4624108675712729	0.46216473569466926	0.4615434464323009	0.46124722930123563	0.46135008181030956
5	0.47038312571464963	0.46871691839323587	0.4682255004754715	0.46662674471838195	0.46607102319314636	0.46567025218387775	0.465104373637747	0.4645685192086835	0.4641498885520733	0.4643554846546454
6	0.4732292137663624	0.4720581956253422	0.4708077844564514	0.47001746883913403	0.4695775139633947	0.4692392040894744	0.4684385177840681	0.4679946917791353	0.46788690613750156	0.4682163655834248
7	0.47716222424586674	0.47575918910274384	0.47354633450321937	0.4731498303569246	0.4721806322910311	0.472213399976958	0.4715471034842048	0.47126003273343947	0.4709618245633652	0.4706893046916467
8	0.48029319038352775	0.4787037077369126	0.477842392778663	0.47723356157228575	0.476557395459164	0.4754550410421172	0.4753105341517648	0.47502468910457735	0.474402250779007	0.4745495518424837
9	0.48371702295638264	0.48241390894027325	0.4816933434505606	0.4800302805797921	0.48036623592841293	0.47933982421489824	0.47922797103706855	0.4784478047921483	0.4782012427100926	0.47803112950480897
10	0.48759433404364294	0.48706006903686094	0.4856366900660069	0.4842785514394783	0.48395515009486956	0.483293071647595	0.4829541594502831	0.4826855166370185	0.48284521000436614	0.48153208328029434
11	0.4918689111896705	0.4906538040075467	0.4898893382602532	0.4882214048719989	0.4884845738030893	0.4871980105055635	0.4870758551865196	0.48669961404476886	0.4866140663393908	0.4857765044200295
12	0.49708477595655337	0.49486238308700786	0.49330842912326234	0.49275347232032785	0.4914036422106863	0.49193217238087156	0.4911760424632022	0.4907057228989163	0.49092280542678224	0.48992193176286314
13	0.5013807486532919	0.4999140824582839	0.4986906922502292	0.4975504918983291	0.4963161509829444	0.4958692646413724	0.4959647532394465	0.49570126567853534	0.4948998055860098	0.4944671888733294
14	0.5067634886437213	0.5041259767947363	0.5034199745195355	0.5018410594040759	0.5011344600554388	0.5011905286732853	0.500415103593739	0.49989466071783034	0.49963677573637993	0.49898498865379876
15	0.5114015850766789	0.5093444965567823	0.5081672724339958	0.5072294256771793	0.5060971065273906	0.5051303875651024	0.5049186545228952	0.5047500302628901	0.5046685293078018	0.5037259527048638
