	0	1	2	3	4	5	6	7	8	9
0	0.5439932453712875	0.5353126216444095	0.43002950129511375	0.39678284838234956	0.3289376610237236	0.3272274140303058	0.30850602497307833	0.2731771674462583	0.28991637654913294	0.2646328326878508
1	0.6386996032689142	0.625161424948247	0.4940868929542772	0.4508910071059451	0.37356886255141086	0.3701334631935318	0.34882033177140137	0.3094574017923617	0.32786736009709033	0.2997880461865271
2	0.7010134738763402	0.6868171434102592	0.5410241782599287	0.49348786613994217	0.41160151370531506	0.40883047157466523	0.38693218460277184	0.34500566774592983	0.36566553345786384	0.33513465635475953
3	0.7447667057976834	0.7318774417880183	0.5780834006032755	0.5291253630594472	0.445172486867523	0.44402032953679527	0.4224279361937654	0.3787561722655289	0.4017375954578168	0.3690885099741426
4	0.7769608158440171	0.7664497531824608	0.6090893434641634	0.5603429479576534	0.47563077552135796	0.4763494001873363	0.4553497268945059	0.4103433254895	0.43544182071879717	0.4009659031024311
5	0.801496278236059	0.7939377686364478	0.6360738920466446	0.5884935815584893	0.5037389884689324	0.5062620927245003	0.4858599421923597	0.4397206775963927	0.46661935622638756	0.43056895554866415
6	0.8207264804595934	0.8163885484486435	0.6601779171842811	0.614316910784559	0.5299249110145654	0.5340518506555355	0.5141427455963097	0.4669858486642296	0.49535238469048726	0.45795038561206747
7	0.8361572921051496	0.8351134276601065	0.6820813567924799	0.6382394027915331	0.5544409866501194	0.5599248434191472	0.5403790455612242	0.4922954087279802	0.5218281665347914	0.4832751899893756
8	0.8487959048047878	0.8509949537645795	0.7022119013530456	0.6605239105451018	0.5774506515508933	0.5840415404122479	0.5647410729983907	0.5158230693337601	0.5462662783819074	0.5067445558808287
9	0.8593395530448236	0.8646508213266776	0.7208520409070095	0.6813452813113906	0.5990725765323482	0.6065388253873227	0.5873909160957758	0.5377395035931212	0.5688829169440278	0.5285581136376096
10	0.8682843045395183	0.8765273415718756	0.7381972053838487	0.7008297615905521	0.6194027695920048	0.6275403163128257	0.6084795426272809	0.5582031985179424	0.589875659973218	0.5488978743467197
11	0.8759910254368481	0.8869556438567601	0.7543889156594072	0.719076116737677	0.638525353357121	0.6471605725586931	0.628146025457323	0.5773569981778351	0.6094187404244126	0.5679233608550681
12	0.8827270617450206	0.8961869739631857	0.7695344310513913	0.7361671573894715	0.6565176139964163	0.6655064959433419	0.6465171697714441	0.5953275577987712	0.6276632708078724	0.5857719364076777
13	0.8886934951429036	0.9044156842143044	0.7837187437814164	0.7521760653394459	0.6734521970369335	0.6826776354453499	0.6637076195106613	0.6122262211069579	0.644739495892898	0.6025611825632583
14	0.8940434896065985	0.9117946749621466	0.7970120632072083	0.7671698362518237	0.6893979308215995	0.6987661973097788	0.6798203781006129	0.6281505140407425	0.6607596360649368	0.6183918066049207
15	0.8988949510339619	0.918446043276788	0.809474557424521	0.7812111081592765	0.7044200377179868	0.7138570897451463	0.6949476161084294	0.6431858215208874	0.6758206714394394	0.633350419465157
16	0.9033394521018133	0.9244685963994748	0.8211593860755534	0.7943590902827817	0.7185801159340366	0.7280281033203665	0.7091716361500235	0.6574070242141349	0.690006813601761	0.647511948952344
17	0.907448643066272	0.9299432602846921	0.8321146492602274	0.8066700015067743	0.7319360758430697	0.7413502284196212	0.7225658908178907	0.6708799910390782	0.7033916000717854	0.6609416455613725
18	0.9112789331233773	0.9349370423432012	0.8423846406922884	0.818197254286225	0.7445421103892687	0.753888075036014	0.7351959813138261	0.6836628890655806	0.7160396283551815	0.6736967156025395
19	0.9148749590148251	0.9395059808488258	0.8520106515268508	0.8289915187375686	0.7564487257911063	0.7657003535025456	0.7471205927406217	0.6958073074239439	0.7280079763019189	0.6858276401967357
20	0.9182721885239356	0.9436973712242703	0.8610314839044619	0.8391007420487494	0.7677028329925473	0.7768403800645094	0.7583923434189254	0.7073592088596392	0.7393473614918926	0.6973792395670866
21	0.9214988973093929	0.9475514679197932	0.8694837780990372	0.8485701630501871	0.7783478893119072	0.7873565800996812	0.7690585401639694	0.718359729499596	0.7501030884575155	0.7083915345457833
22	0.9245776854903398	0.9511028004416535	0.8774022215462675	0.8574423410401031	0.788424076418336	0.7972929705626324	0.7791618405524484	0.7288458488723598	0.7603158253050075	0.7189004477743035
23	0.9275266519083114	0.9543812017294695	0.8848196846693183	0.8657572060540863	0.7979685011734097	0.8066896104885997	0.7887408283380594	0.7388509510027537	0.7700222437297012	0.728938378248566
