	0.01	0.02	0.03	0.04	0.05	0.06	0.07	0.08	0.09	0.1	0.11	0.12	0.13	0.14	0.15	0.16	0.17	0.18	0.19	0.2	0.21	0.22	0.23	0.24	0.25
1	622.7376666666664	619.5906	616.8988666666667	617.0810666666666	616.0933333333335	616.6878666666667	620.8351333333335	618.1777333333334	615.5791333333333	621.6428000000001	613.3847333333334	617.3813333333334	614.3180000000001	617.4731999999999	621.5664	617.4262000000002	618.9961999999999	619.7816666666666	617.2000666666668	618.8001333333334	615.5372666666667	619.5281333333335	613.6735333333334	620.6211333333335	617.831
2	380.2779333333333	379.19073333333336	381.84326666666675	380.52953333333346	377.42140000000006	378.86906666666675	379.45880000000005	383.4193333333333	380.5296000000002	381.6414000000001	380.8008666666668	379.64946666666657	379.8639999999999	382.18433333333337	380.79313333333323	381.3999333333335	381.21113333333335	380.06806666666654	380.2291333333333	380.6559333333333	380.11573333333325	377.8768666666666	380.5173333333332	383.0329333333333	382.1467333333332
3	287.7795333333334	290.0308	289.2123333333334	288.6103333333333	287.65713333333326	288.24133333333333	288.11046666666675	287.37359999999995	287.71513333333337	287.6210666666667	287.4934666666667	285.11953333333327	288.09053333333327	288.82806666666653	287.7589999999999	287.2792666666666	288.5760000000001	289.05893333333324	287.5550666666667	288.88339999999994	288.19253333333324	286.3650666666667	288.3025333333333	290.2572666666667	287.7558
4	238.21613333333335	234.12286666666668	236.22460000000004	236.4733333333334	237.76319999999998	235.00046666666663	236.4195333333333	236.05819999999989	236.88346666666658	237.7897333333333	236.84466666666668	235.68826666666672	236.59546666666668	237.45026666666664	234.83493333333325	236.53980000000004	236.72913333333338	236.55106666666663	236.26400000000004	236.55840000000006	235.36246666666665	236.11286666666663	236.7956000000001	237.98306666666664	235.46133333333327
5	207.76800000000006	207.67160000000004	205.49826666666667	207.12106666666662	206.9649333333334	207.62446666666668	205.94699999999997	207.45553333333334	207.21993333333336	206.37619999999998	207.62726666666669	207.38406666666666	207.34813333333332	207.12793333333332	206.86319999999992	207.44379999999998	208.0052666666666	207.28493333333336	207.84253333333328	206.15000000000003	207.21953333333335	208.03400000000002	208.18840000000003	205.42826666666667	206.63906666666665
6	183.51606666666666	180.92493333333334	180.39426666666665	180.7070666666667	180.79486666666668	181.96026666666666	181.31946666666664	180.22726666666674	181.27953333333335	181.63546666666673	181.79946666666666	181.25233333333333	181.11120000000003	180.51086666666663	181.53886666666668	180.56293333333335	180.29486666666665	181.0601333333333	182.13746666666663	181.63153333333332	181.74346666666668	181.20820000000003	182.1744	180.19100000000003	181.71293333333335
7	163.0078	163.2454	162.5829333333333	162.5386	161.37799999999996	162.96486666666667	161.56266666666664	161.05613333333338	162.51113333333336	162.68286666666665	163.44646666666668	162.52460000000002	161.8662	161.76940000000005	163.7941333333334	163.12399999999997	162.12786666666665	161.7655333333333	162.3576666666667	161.82180000000002	161.61959999999996	162.57460000000003	162.56013333333337	162.25046666666663	161.61866666666666
8	148.16073333333333	148.2580666666667	147.42033333333333	149.1692666666667	148.84493333333333	148.74679999999998	149.47606666666664	148.50799999999995	147.99893333333338	148.1844	148.7782	148.80353333333332	148.47166666666672	147.94893333333334	149.3905333333333	149.3908	150.05346666666662	149.12320000000005	148.46653333333333	149.10606666666666	149.07266666666663	148.98986666666667	149.1016	148.91386666666665	148.947
9	138.61973333333336	138.2274	138.19326666666666	138.08960000000002	138.03760000000003	137.9032	138.80513333333334	137.80179999999996	137.77213333333327	137.64259999999996	137.7115333333333	138.38020000000003	138.86746666666667	138.77746666666667	138.31173333333334	137.97086666666667	136.9818666666667	138.4556	137.1448666666667	137.38853333333336	137.2946666666667	138.13559999999998	136.91473333333332	138.03433333333334	137.34466666666663
10	130.88439999999997	131.08339999999998	131.2215333333333	131.56193333333331	130.7210666666667	132.39506666666665	131.70320000000004	130.78453333333337	130.57706666666664	131.73239999999998	130.98853333333335	131.35699999999994	131.5259333333333	131.44206666666662	131.31693333333337	130.8762666666667	130.86166666666665	131.99826666666667	131.18919999999997	131.14486666666664	131.35380000000004	131.60906666666665	130.7634	131.0412666666667	131.32333333333335
11	123.24073333333328	124.41519999999997	125.31733333333335	124.95706666666669	123.47466666666668	124.51393333333336	124.5096	124.3264	123.97840000000001	123.69993333333338	124.3284	124.07546666666667	124.58540000000006	124.1522	125.0484666666667	124.54880000000001	124.45933333333336	124.79160000000003	124.23453333333336	124.16400000000004	124.32013333333333	123.9132	123.90526666666666	124.53033333333332	125.03286666666669
12	117.90740000000004	117.61866666666666	119.12673333333338	118.17680000000004	117.32913333333337	118.80013333333336	117.83800000000001	118.4099333333333	118.25980000000003	117.7393333333333	118.27873333333336	117.54753333333332	118.50366666666663	118.1392666666667	118.55733333333332	118.9906666666667	118.1856	118.26080000000003	118.23933333333332	118.75920000000004	118.22799999999998	118.14119999999996	117.90439999999998	118.37159999999996	117.85586666666666
13	112.15346666666665	110.62486666666666	112.1714	111.34386666666667	110.94500000000002	111.55559999999997	111.38419999999996	111.67706666666665	111.76966666666667	111.2758666666667	111.7336666666667	111.04133333333331	112.03766666666668	111.49160000000002	111.34273333333331	111.50099999999999	111.22833333333334	112.5222	111.4782	111.83593333333333	111.71313333333332	111.92566666666667	111.05313333333334	111.61426666666668	110.8723333333333
14	107.55813333333337	106.85213333333333	107.08239999999999	107.1372	107.35346666666668	107.26220000000004	107.76386666666666	107.81053333333335	107.30146666666667	106.65306666666666	107.44786666666668	107.21693333333333	107.42773333333335	107.74293333333335	107.0547333333333	107.43726666666666	106.96579999999996	108.23146666666666	107.99239999999998	107.43666666666664	107.37986666666667	107.37046666666666	106.9793333333333	107.1732	107.13926666666664
15	102.86559999999996	101.62546666666665	102.03	101.65786666666665	101.52359999999997	102.19993333333333	102.41733333333336	102.19999999999999	102.48526666666669	101.75473333333332	102.64813333333332	101.95580000000001	101.93939999999999	102.31786666666665	102.41313333333329	102.14993333333332	101.87639999999999	102.46080000000003	101.91013333333332	101.80033333333334	102.15493333333333	101.6742	102.24426666666668	101.7376	101.823
16	97.47506666666666	97.12566666666666	97.56260000000003	97.38373333333332	97.53593333333329	97.35026666666667	98.07719999999999	97.46846666666664	97.73933333333335	97.06560000000002	97.39713333333333	98.26053333333333	97.51780000000002	97.20926666666666	97.57533333333335	97.39673333333334	96.94366666666667	97.90426666666669	97.02533333333332	97.31273333333334	97.70606666666664	97.71013333333332	97.57726666666666	97.38720000000004	96.96879999999997
17	93.81046666666663	93.90846666666667	93.58086666666664	93.70566666666667	93.20393333333335	93.57886666666667	93.40646666666669	93.487	93.84793333333334	93.365	94.05346666666665	94.10346666666668	93.19206666666665	93.79373333333331	93.77986666666666	93.6718	93.60879999999999	93.93906666666672	93.5212	93.51106666666665	93.91226666666667	94.59086666666668	93.4888666666667	93.51353333333334	93.43566666666668
18	89.37293333333335	89.87773333333331	89.95653333333334	89.43986666666665	89.67713333333334	90.19266666666667	89.68079999999998	90.15626666666668	90.1152	89.09266666666663	90.18926666666667	90.12800000000003	89.95626666666666	89.484	89.78826666666667	90.065	90.06713333333335	90.39073333333334	89.55493333333332	89.6988	89.97273333333334	89.69166666666666	89.88606666666666	89.91093333333332	89.88886666666667
19	86.54780000000002	87.12166666666666	87.11433333333332	86.9334	86.56706666666665	86.91759999999998	86.68100000000003	86.89826666666667	86.62619999999997	86.48366666666669	86.95560000000002	86.8348	86.66380000000002	86.59826666666667	86.49499999999998	86.9966	86.33286666666669	86.95213333333334	86.5748	86.74499999999998	86.7706	86.67253333333333	87.03040000000001	87.06126666666668	86.95613333333333
20	83.65713333333333	83.99213333333333	83.95006666666669	83.82653333333332	83.82693333333333	83.68646666666666	83.85246666666666	83.89713333333333	83.80926666666666	83.21726666666666	83.71860000000001	83.49746666666665	83.68320000000003	83.36186666666664	83.70386666666667	83.56233333333331	83.35846666666669	83.61880000000001	83.4252	83.99613333333335	83.53773333333332	84.12513333333331	83.64153333333331	83.75873333333335	83.34839999999998
21	81.13086666666665	81.28266666666667	81.45053333333333	81.6558	81.88786666666667	81.18253333333334	81.41746666666666	81.55399999999999	81.22946666666664	81.06726666666668	81.25973333333336	81.28073333333333	81.4072	81.1432	81.32159999999999	81.26526666666669	81.38426666666665	81.23546666666667	81.23939999999999	81.41513333333332	81.55413333333333	81.36486666666669	81.62566666666666	81.09433333333334	81.175
22	78.86959999999999	78.95799999999998	79.05073333333334	79.00660000000002	79.71566666666668	79.26193333333335	79.14826666666669	79.0564	78.71426666666666	79.18793333333335	79.27879999999999	78.71979999999999	79.00059999999999	78.95379999999999	79.04693333333331	78.49533333333333	79.13746666666668	78.7196	78.95033333333333	79.25453333333333	79.15693333333334	78.90326666666665	79.2216	79.31053333333332	78.75713333333333
23	76.63226666666668	76.85706666666665	76.9052	77.11720000000001	76.48453333333333	77.06499999999997	76.75373333333336	76.72439999999999	76.7364	76.82400000000001	76.25106666666667	76.7672	76.80833333333335	76.60853333333333	76.52559999999998	76.43346666666667	76.19473333333337	76.50706666666665	76.52279999999999	76.79726666666669	76.77673333333334	76.82726666666669	77.0764	76.57413333333335	76.43060000000001
24	74.757	74.84806666666667	74.94000000000001	74.99799999999999	74.97506666666665	74.89046666666665	74.71933333333334	75.14766666666667	74.68173333333334	74.93560000000001	74.82413333333334	74.93573333333333	74.91346666666666	74.7284	74.946	74.58519999999999	74.51713333333333	74.80953333333333	74.84826666666667	74.90166666666669	74.58913333333334	75.04693333333331	75.07966666666667	74.53833333333333	74.7552
25	72.978	72.99459999999999	73.12853333333332	73.37319999999998	73.21613333333333	72.80026666666664	72.9142	73.33013333333335	73.2698	72.9932	73.15533333333335	73.086	73.10686666666668	73.02766666666666	72.96433333333334	72.81153333333336	72.85726666666666	73.17933333333333	73.10066666666667	73.05693333333335	73.0318	73.31666666666666	72.98873333333331	73.07966666666667	72.93393333333333
26	71.0472	71.145	71.0426	71.85633333333334	71.9222	71.31419999999999	71.2846	71.68320000000003	71.4902	71.52326666666664	71.50086666666668	71.40186666666668	71.40206666666667	71.40673333333332	71.23466666666668	71.34573333333334	71.19966666666667	71.40146666666668	71.2408	71.38693333333335	71.45986666666667	71.51626666666668	71.55706666666669	71.34966666666665	71.23053333333333
27	69.76173333333332	69.65033333333334	69.75999999999999	70.08539999999999	70.21166666666667	69.89533333333333	69.6430666666667	70.00506666666666	69.72066666666669	69.66259999999998	69.70026666666668	69.84146666666666	70.13080000000002	69.80066666666667	69.84640000000002	69.6053333333333	69.64753333333334	70.00626666666666	69.72153333333331	69.7031333333333	69.82019999999999	69.6948	69.88773333333336	69.81539999999998	69.8146666666667
28	68.4108	67.84820000000002	68.5712666666667	68.5416	68.65106666666667	68.38460000000002	68.49246666666666	68.36413333333331	68.18786666666664	68.06986666666667	68.09066666666669	68.28106666666666	68.30606666666668	68.30406666666666	68.37893333333334	68.42753333333332	68.10839999999999	68.27653333333332	68.30113333333334	68.23313333333334	68.47606666666665	68.68446666666664	68.513	68.14439999999999	68.47366666666666
29	67.14173333333333	66.67986666666665	67.32093333333336	67.09126666666666	67.29346666666669	66.95426666666664	66.92853333333333	67.07946666666666	67.08106666666667	67.0944	66.66486666666668	66.95493333333333	67.23019999999998	66.95066666666669	67.06973333333333	66.92993333333335	66.88133333333334	66.94253333333334	66.9224666666667	67.09466666666668	66.92466666666667	67.15626666666667	67.03446666666665	66.5958	67.19853333333333
30	65.6968	65.21766666666667	65.7466	65.53160000000001	65.67166666666665	65.24433333333336	65.51213333333334	65.55226666666665	65.54133333333336	65.48806666666667	65.12146666666668	65.3902	65.78040000000001	65.50713333333337	65.33713333333333	65.56453333333333	65.32553333333334	65.56360000000001	65.60606666666666	65.46826666666668	65.41646666666668	65.67113333333334	65.79139999999998	65.4006	65.69426666666666
31	64.56266666666666	63.720266666666674	64.38819999999998	64.15439999999998	64.23033333333333	63.982400000000005	64.09253333333335	64.06773333333335	64.06819999999999	63.89846666666668	63.7984	64.00213333333335	63.90213333333334	63.965999999999994	64.21166666666666	63.849533333333326	64.05106666666667	63.87533333333331	64.17626666666665	64.0906	64.11906666666665	63.88580000000002	64.15773333333334	64.10060000000001	63.94420000000001
32	63.26353333333333	62.81679999999999	63.09006666666668	62.755133333333355	62.93653333333331	62.86353333333332	62.87706666666666	62.6078	62.7438	62.63866666666669	62.718600000000016	62.87146666666666	62.76659999999999	62.834999999999994	62.85486666666666	62.806333333333356	62.864866666666664	62.74993333333333	62.66613333333335	63.10786666666666	62.88339999999998	62.57413333333333	62.91446666666668	62.72286666666667	62.7116
33	62.118266666666656	61.66026666666667	61.797533333333334	61.476133333333316	61.65606666666667	61.766600000000025	61.48420000000003	61.55079999999998	61.724333333333334	61.503066666666655	61.450266666666664	61.806333333333335	61.79286666666669	61.75046666666667	61.63640000000001	61.87546666666666	61.68560000000002	61.58746666666666	61.48033333333333	61.92100000000001	61.51753333333332	61.604266666666675	61.47753333333335	61.38086666666666	61.67539999999999
34	60.91880000000002	60.46053333333333	60.75946666666667	60.384733333333344	60.535133333333334	60.81373333333333	60.1916	60.116933333333364	60.59546666666666	60.284866666666666	60.29719999999998	60.79900000000001	60.636933333333324	60.55519999999999	60.78940000000001	60.609666666666655	60.2566	60.68599999999999	60.51513333333332	60.661800000000014	60.48013333333333	60.73260000000002	60.351466666666674	60.46973333333332	60.61253333333334
35	59.64473333333334	59.256466666666675	59.67186666666668	59.36313333333334	59.56920000000001	59.56419999999999	59.31780000000001	59.33446666666666	59.64300000000001	59.263933333333355	59.251999999999995	59.55146666666668	59.39093333333333	59.26633333333334	59.57946666666666	59.450866666666656	59.45279999999998	59.7316	59.43726666666668	59.47213333333333	59.297400000000046	59.5778	59.412866666666694	59.397266666666674	59.48560000000001
36	58.40353333333333	58.219133333333346	58.48533333333332	58.50906666666664	58.503600000000006	58.389466666666664	58.43986666666667	58.387800000000006	58.63646666666668	58.11966666666666	58.28446666666666	58.55300000000001	58.265599999999985	58.30733333333333	58.715200000000024	58.45606666666665	58.461066666666675	58.62013333333335	58.535733333333326	58.324600000000004	58.47713333333332	58.8146	58.53166666666668	58.29446666666666	58.659933333333335
37	57.394266666666674	57.43233333333332	57.3386	57.61453333333335	57.54746666666666	57.37873333333335	57.39293333333333	57.40866666666667	57.577266666666674	57.37613333333336	57.64333333333333	57.68499999999998	57.305333333333344	57.35040000000001	57.30099999999997	57.487466666666684	57.48746666666666	57.38706666666664	57.52719999999999	57.2154	57.64733333333333	57.73513333333333	57.4578	57.24473333333332	57.51966666666667
38	56.34773333333332	56.459799999999994	56.43206666666668	56.200733333333325	56.41459999999999	56.42253333333332	56.46553333333331	56.28666666666666	56.42973333333333	56.366133333333345	56.57966666666667	56.59759999999999	56.207666666666675	56.41713333333333	56.458600000000004	56.49706666666666	56.433066666666676	56.331133333333334	56.43273333333334	56.17373333333334	56.68140000000001	56.57133333333334	56.43546666666668	56.2196	56.335600000000014
39	55.50140000000001	55.66446666666668	55.44933333333335	55.36239999999998	55.65853333333334	55.68546666666667	55.51373333333334	55.383466666666656	55.61566666666668	55.447266666666685	55.51579999999999	55.81353333333333	55.481399999999994	55.689400000000006	55.53126666666666	55.51993333333333	55.46133333333333	55.40546666666666	55.4876	55.3854	55.8252	55.71359999999998	55.615399999999994	55.45819999999999	55.340800000000016
40	54.45066666666668	54.810333333333354	54.68553333333334	54.74213333333335	54.861799999999995	54.705999999999996	54.67759999999999	54.53993333333334	54.905599999999986	54.69593333333333	54.85286666666667	54.979199999999985	54.64826666666669	54.657733333333326	54.75266666666665	54.70766666666666	54.70153333333333	54.56566666666666	54.68666666666667	54.54893333333334	55.04799999999998	54.92133333333335	54.806400000000004	54.68013333333332	54.724466666666665
41	53.67886666666667	53.85473333333334	53.86126666666667	53.990333333333325	54.12666666666668	53.95706666666669	53.90913333333332	54.06866666666665	53.91073333333335	53.86486666666666	54.18453333333331	53.96740000000002	53.8692	53.94533333333333	54.025	54.089533333333335	53.87513333333333	53.838999999999984	53.74859999999999	53.6668	54.01606666666667	54.06206666666665	54.0168	53.77753333333331	53.86206666666665
42	52.951333333333324	53.134999999999984	53.1154	53.30060000000001	53.37119999999999	52.980866666666664	53.148799999999994	53.2268	53.07906666666667	53.13379999999998	53.20333333333332	53.20059999999999	53.17013333333333	53.25339999999999	53.07166666666668	53.23933333333333	52.961466666666674	53.200933333333325	53.11180000000001	53.07593333333333	53.157999999999994	53.22319999999999	53.10693333333334	52.99746666666667	53.10240000000002
43	52.28640000000002	52.40646666666667	52.473933333333314	52.378733333333315	52.6942	52.20233333333336	52.47240000000001	52.45473333333334	52.3498	52.41126666666667	52.3684	52.37466666666667	52.40273333333332	52.52866666666668	52.23193333333333	52.540533333333336	52.09346666666667	52.339533333333335	52.198066666666676	52.324133333333336	52.32020000000001	52.44426666666666	52.316266666666664	52.21840000000001	52.4516
44	51.37493333333334	51.60566666666665	51.60926666666667	51.560933333333324	51.75946666666667	51.3406	51.85486666666667	51.75146666666666	51.765533333333345	51.68159999999999	51.53260000000001	51.7408	51.751000000000005	51.59246666666667	51.50179999999997	51.734933333333316	51.40186666666668	51.53153333333333	51.53379999999999	51.51126666666665	51.71593333333334	51.69206666666665	51.68340000000001	51.55766666666665	51.644466666666666
45	50.699333333333314	50.946933333333334	50.734733333333324	50.74433333333336	50.84026666666668	50.79566666666667	51.0472	50.90926666666666	50.86126666666666	50.92333333333332	50.72466666666665	50.9718	50.848533333333336	50.756400000000006	50.75413333333332	50.78493333333333	50.70953333333334	50.82073333333334	50.593466666666664	50.635333333333335	50.99980000000001	50.856133333333354	50.81419999999997	50.80673333333335	51.07286666666667
46	49.968533333333326	50.14993333333332	50.085533333333345	50.01833333333333	50.182333333333325	50.151866666666685	50.31933333333333	50.05233333333333	49.90733333333335	50.245599999999996	50.05773333333334	50.30766666666666	50.16919999999999	50.01260000000001	50.10153333333332	50.06119999999998	49.871600000000015	49.99746666666667	49.91733333333332	49.93340000000002	50.18286666666668	50.14880000000003	50.11840000000001	50.10806666666667	50.38726666666666
47	49.303533333333334	49.4458	49.394666666666666	49.138533333333314	49.33579999999999	49.38553333333332	49.413466666666665	49.183533333333315	49.09226666666668	49.5448	49.201466666666676	49.244866666666674	49.35173333333332	49.141400000000004	49.2038	49.327799999999996	49.15900000000001	49.14280000000001	49.22866666666667	49.20699999999999	49.407266666666644	49.3516	49.2504	49.2808	49.53793333333333
48	48.62166666666666	48.85853333333332	48.70879999999999	48.30146666666666	48.58960000000001	48.80186666666666	48.62320000000002	48.40753333333334	48.53186666666667	48.878	48.50593333333334	48.46040000000001	48.73993333333334	48.51873333333332	48.4882	48.75420000000001	48.64066666666667	48.478866666666676	48.55946666666666	48.48953333333332	48.706866666666656	48.70146666666667	48.56053333333332	48.62213333333333	48.84033333333333
49	47.94906666666665	48.206133333333334	47.94539999999999	47.78626666666665	47.976133333333344	48.088933333333344	47.9112	47.74779999999999	47.79413333333335	48.15826666666668	47.94693333333333	47.97399999999999	48.115733333333345	47.94673333333334	47.91553333333334	48.03533333333334	47.95586666666669	47.78153333333333	47.92566666666667	47.83860000000001	48.10793333333332	47.97900000000001	47.803866666666664	47.96433333333332	48.07000000000002
50	47.16820000000001	47.46886666666666	47.37693333333333	47.181999999999995	47.3156	47.4646	47.38673333333333	47.06213333333333	47.207666666666654	47.29606666666667	47.40666666666666	47.319133333333326	47.42906666666668	47.25753333333331	47.292533333333324	47.38306666666668	47.45873333333332	47.36153333333333	47.32446666666666	47.27933333333333	47.39326666666667	47.31206666666668	47.23340000000001	47.217200000000005	47.34893333333334
