	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
0	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31
1	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24000000000000002	0.24
2	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.18500000000000003	0.21999999999999997	0.21999999999999997	0.21999999999999997	0.21999999999999997	0.21999999999999997	0.21999999999999997	0.21999999999999997	0.21999999999999997	0.21999999999999997	0.21999999999999997	0.21999999999999997	0.21999999999999997	0.21999999999999997
3	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.15500000000000003	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19
4	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16500000000000004	0.16999999999999993	0.16999999999999993	0.16999999999999993	0.16999999999999993	0.16999999999999993	0.16999999999999993	0.16999999999999993	0.16999999999999993	0.16999999999999993
5	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.009999999999999998	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.145	0.145	0.145	0.145	0.145	0.145	0.145	0.145	0.145	0.145	0.145	0.145	0.145	0.145	0.15999999999999998	0.15999999999999998	0.15999999999999998	0.15999999999999998	0.15999999999999998	0.15999999999999998	0.15999999999999998	0.15999999999999998	0.15999999999999998	0.15999999999999998	0.15999999999999998	0.15999999999999998	0.15999999999999998	0.15999999999999998	0.16000000000000003
6	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.14500000000000002	0.14500000000000002	0.14500000000000002	0.14500000000000002	0.14500000000000002	0.14500000000000002	0.14500000000000002	0.14500000000000002	0.14500000000000002	0.14500000000000002	0.14500000000000002	0.14500000000000002	0.15000000000000008	0.15000000000000008	0.15000000000000008	0.15000000000000008	0.15000000000000008	0.15000000000000008	0.15000000000000008
7	0.005	0.005	0.005	0.005	0.005	0.005	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14
8	0.005	0.005	0.005	0.005	0.005	0.005	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.10500000000000001	0.10500000000000001	0.10500000000000001	0.10500000000000001	0.10500000000000001	0.10500000000000001	0.10500000000000001	0.10500000000000001	0.10500000000000001	0.10500000000000001	0.10500000000000001	0.11999999999999997	0.11999999999999997	0.11999999999999997	0.11999999999999997	0.11999999999999997	0.11999999999999997	0.11999999999999997	0.11999999999999997	0.11999999999999997	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13000000000000006	0.13000000000000006	0.13000000000000006	0.13000000000000006	0.13000000000000006
9	0.005	0.005	0.005	0.005	0.005	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.095	0.095	0.095	0.095	0.095	0.095	0.095	0.095	0.095	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.11500000000000002	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.12999999999999995
