	0	1	2	3	4	5	6	7	8	9
0	0.5508389057778934	0.536743504071966	0.43274514335177905	0.4003233568568952	0.3321526945416014	0.33076259319087037	0.3119722886864937	0.276302805706781	0.2932742130796803	0.26772401159976306
1	0.6441261469968269	0.6273851166871	0.49817723826678917	0.45593977479825154	0.37816807416526516	0.37510812130723364	0.35370452363661753	0.31391067033426306	0.3326209499325709	0.30419715379781326
2	0.7068021877121887	0.6898626380589581	0.5460802810581207	0.4995390044507198	0.4172120163426136	0.41489546274666395	0.39294916472942926	0.35057047673002895	0.37160470345258517	0.3406803631605105
3	0.7511105937062403	0.7355320086236157	0.5838390053876628	0.5359132698709634	0.4515715657140994	0.4509363127101481	0.4293410733225621	0.38522151195772386	0.40862708246445856	0.37555939644535574
4	0.7837334834330452	0.770518624951242	0.6153843231960102	0.5677154895429412	0.4826831860388177	0.48395264620687944	0.4629773718995645	0.4175301796559735	0.44307060260176084	0.40816809325320247
5	0.8084570537607848	0.7982715419656364	0.642796801301078	0.5963430210576744	0.5113447374249585	0.5144271926889589	0.4940592204979534	0.4474854922275494	0.47481713319315927	0.4383448843667812
6	0.8277050769744889	0.8208866424753114	0.66724359476496	0.6225547356973872	0.5379987259401038	0.5426737617021805	0.5227975257498955	0.47521509204784657	0.5039877247760786	0.46617899502277815
7	0.8430388312117109	0.839706088693556	0.6894199178798455	0.6467876245099887	0.5629060046965794	0.5689123567570387	0.5493932139320539	0.5008991979812526	0.5308009650380553	0.4918651382157895
8	0.855508251617262	0.8556326123298039	0.7097633624134382	0.6693121827238955	0.586236932058832	0.593315071119233	0.5740346322634615	0.524729708273607	0.5554998051434867	0.5156264430235553
9	0.8658407773654471	0.8692973124671669	0.7285635548421342	0.690309905343332	0.6081168977701225	0.6160293966884929	0.5968972632286318	0.5468911678551717	0.5783172977839276	0.5376780170150893
10	0.8745523862177602	0.8811556375687979	0.7460215797694839	0.7099133052028508	0.6286485834945008	0.637188675762137	0.6181432439888715	0.5675526306201651	0.5994630830637406	0.5582126499321522
11	0.8820173164887652	0.8915451443829615	0.7622837837542442	0.7282271979143834	0.6479226030218382	0.6569162051771802	0.6379208883078251	0.5868650161696165	0.6191201145975501	0.577397453517961
12	0.8885115576867157	0.9007217261898454	0.7774617571219916	0.7453402286431103	0.6660223831913497	0.6753265625846063	0.6563645777353369	0.6049611974737774	0.6374459502083956	0.5953752826695392
13	0.8942416903617766	0.9088831875250041	0.791644495583355	0.7613311445945228	0.6830262354947707	0.6925259158289029	0.6735951308999965	0.6219573610004037	0.654575736665993	0.61226784127002
14	0.8993642516029129	0.9161850571881915	0.8049059625852908	0.7762721768827572	0.699008110785621	0.7086121021598945	0.6897205755648115	0.6379548614054152	0.670625538506719	0.6281790536063612
15	0.9039990763125589	0.9227514796050014	0.8173098623097453	0.7902308198627309	0.7140377891079612	0.7236747790091238	0.7048371815877656	0.6530421637175166	0.685695439379423	0.6431981322820504
16	0.9082386887805007	0.9286828903899529	0.8289126805413126	0.8032707287982493	0.7281808746378641	0.737795724348064	0.7190306170757218	0.6672966726472415	0.6998722209322662	0.6574021724556729
17	0.9121550299679433	0.9340615353331931	0.839765631399065	0.8154521454068613	0.7414987673898088	0.7510492726148009	0.7323771221463631	0.6807863635187885	0.7132315939267626	0.6708582722767786
18	0.9158043588495681	0.938955509744009	0.8499159053223656	0.8268320845083666	0.7540486813505203	0.763502842846742	0.7449446308963973	0.6935711912940978	0.7258400241734515	0.6836252406203848
19	0.9192308741375664	0.9434217618444549	0.8594074685606479	0.8374644130017673	0.7658837279848496	0.7752175137601126	0.7567938024166109	0.7057042855566167	0.7377562162999167	0.6957549664702967
20	0.9224694250556403	0.9475083576786689	0.8682815750575	0.8473998927323191	0.7770530606356397	0.7862486088325388	0.7679789435044214	0.7172329533723198	0.7490323182526892	0.7072935186958681
21	0.9255475635638745	0.9512562110293167	0.8765770952446265	0.8566862239093128	0.787602066211017	0.796646265033076	0.7785488199035572	0.7281995165202009	0.7597149016707385	0.7182820336181462
22	0.9284871138498165	0.9547004200941045	0.8843307299884895	0.865368105577257	0.7975725886053727	0.8064559684224064	0.7885473612311721	0.7386420093044527	0.7698457636587065	0.7287574360816599
23	0.9313053835678141	0.9578713113005634	0.89157715423099	0.8734873183303465	0.8070031696732026	0.8157190473676688	0.7980142690402926	0.7485947606582928	0.7794625864327241	0.7387530296427893
