	psi_0.05	psi_0.06	psi_0.07	psi_0.08	psi_0.09	psi_0.1	psi_0.11	psi_0.12	psi_0.13	psi_0.14	psi_0.15	psi_0.16	psi_0.17	psi_0.18	psi_0.19	psi_0.2	psi_0.21	psi_0.22	psi_0.23	psi_0.24	psi_0.25	psi_0.26	psi_0.27	psi_0.28	psi_0.29	psi_0.3	psi_0.31	psi_0.32	psi_0.33	psi_0.34	psi_0.35	psi_0.36	psi_0.37	psi_0.38	psi_0.39	psi_0.4	psi_0.41	psi_0.42	psi_0.43	psi_0.44	psi_0.45	psi_0.46	psi_0.47	psi_0.48	psi_0.49	psi_0.5
0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1	0.99875	0.9971111111111111	0.997289972899729	0.9967514619883042	0.9929091219370016	0.9944311893271721	0.9940957310825732	0.9912199421140596	0.9966570466570467	0.9958991698465383	0.9921493266187419	0.997434122931203	0.9979407665505226	0.9909654530654531	0.9915096405228759	0.9934296427342866	0.9971204332898487	0.9951605131777544	0.9923174381578473	0.9904349026515835	0.9941614787386527	0.9891189202953907	0.9889161111624027	0.9918689070383222	0.994621212121212	0.9936573334073333	0.9951003146616736	0.9915826323506713	0.9950281717540298	0.9922766691315077	0.9960845415927085	0.9928260504906684	0.99343179927348	0.9894051953979971	0.990219873881014	0.9933860895395852	0.9870854469312111	0.9935482167569848	0.9885018935468693	0.9930020772497179	0.9853582289055974	0.9865965631138046	0.9876493965166379	0.9847301201863224	0.984452980804111	0.9879535150272085
2	0.9955229789590254	0.9947957516339869	0.9904730781554251	0.9958752303849079	0.9899224515873122	0.9904039835046463	0.9901827682826375	0.9912322849297763	0.9865587880683279	0.9885746765871722	0.9916471971966442	0.9884720914770645	0.9845110343299269	0.9887144428856942	0.9912111054033788	0.9844517546713826	0.9849204561106224	0.9820614171580764	0.9847564813912004	0.9824064870868177	0.9861308771906494	0.9879310732244458	0.9838808081436738	0.9851747182726903	0.978773049074563	0.9775421053959736	0.9798383406867346	0.9792771100737202	0.9816380083485133	0.9781504528211116	0.9860212018951178	0.9824577026828172	0.9755144830055633	0.9873076897697506	0.9812505737501104	0.9767190245769249	0.9800378485148573	0.9707954629124701	0.9821428800660347	0.977587713445351	0.9808552309182673	0.9778782990508148	0.9830656807232464	0.9808599371265686	0.9764608132080254	0.9834127914204855
3	0.9906121181104659	0.9908530592558911	0.991861147650902	0.9899831966433988	0.9888993271681795	0.9824905718582092	0.9860788128948507	0.9876645888913907	0.9830299066111466	0.9834697366501239	0.9794126820760508	0.9763532773836318	0.9790139929200428	0.9776193823487046	0.9796470532580349	0.9797628265168571	0.9827039279509957	0.9758615535686118	0.9761645448071598	0.9760432321861452	0.9721388549916216	0.9742519050466888	0.9718558636254057	0.9744352716473322	0.9769588300334181	0.9748729456637933	0.968511866596828	0.9739816531893701	0.968449984283244	0.9753232522643009	0.9680142507716312	0.9768278539627421	0.9674696561819607	0.9694618440024344	0.970924348582882	0.9760974031522538	0.9703587968675464	0.9714983792807271	0.9656134649992367	0.9715582301274549	0.9750912140177452	0.9602103659295911	0.966867981343468	0.9697304085310117	0.9712504990688435	0.9652664019623223
4	0.9918352549473864	0.9888737561360404	0.9883973514994469	0.9842962805573499	0.9844504692132017	0.9827127348634384	0.9832821542124147	0.9751588280443891	0.9757497491297845	0.9770551439151228	0.9735101087162046	0.9703382836575354	0.9742125626193365	0.972334728277774	0.9719077416906984	0.9654028474852032	0.9721208310733939	0.969092771819422	0.967279239541244	0.9665174457850623	0.9702488814307617	0.9637029898593239	0.9626570628717052	0.9631656095552349	0.9610853631997773	0.9600190136673682	0.9637760794342204	0.9620387285267396	0.9654613493204305	0.9618838698664267	0.964234521360374	0.9662102421310287	0.9679707268841179	0.9579459381713178	0.9627239105019874	0.9592176820195424	0.9574297596455115	0.9613065410633537	0.9606123013754752	0.957182520344064	0.9513628400289051	0.95766137638394	0.9533300409770545	0.9586601055351197	0.9621590650241717	0.9587621054467067
5	0.9894925246502411	0.9858432860160252	0.9813893647033116	0.9843370801017203	0.9796846654064072	0.9806190331129294	0.9689942566249289	0.9765297308097252	0.9711121045865052	0.9738139876342164	0.9730801537753686	0.971278558193997	0.9690968405463819	0.9690196437804148	0.9629643810816408	0.9643412823318833	0.9634043589122898	0.9630575112223244	0.9586157765693543	0.9609330923166006	0.9515113606631196	0.9612838348493438	0.9461535584904298	0.9620229014888366	0.9582756616227914	0.954930320650247	0.9512318954687905	0.9534302496426365	0.9516433182283589	0.9540998577441286	0.9542392840033791	0.951274351503586	0.9551604463276304	0.9503968260167526	0.9403676439476607	0.9534013154066366	0.9543935600102326	0.944964180461363	0.9506476786962879	0.9480781498589547	0.9511150447609089	0.9492579877716074	0.9572198072406018	0.9479815974645386	0.9533967176609279	0.9508605497186982
6	0.9870625426919429	0.98050021223827	0.9806137012670834	0.9745153815159299	0.979704130790847	0.9688844246764391	0.9705629757209954	0.9703948891174418	0.9669737616548431	0.9706306887415005	0.9639773070883844	0.9577740993164877	0.959433851650518	0.9579945348321602	0.9620607533614123	0.9531260363093692	0.9535263943000245	0.9565100266509594	0.9530017451768538	0.9432441522552789	0.9451354646953933	0.944978004479495	0.9470700909671511	0.9525538228892249	0.9436314127178855	0.9426990265013464	0.9396177099944529	0.9406444536337417	0.9465080547227375	0.9431342647670179	0.9461545864147791	0.939537590163618	0.9439551018091951	0.9330397178402846	0.9411982698872454	0.9407371016349845	0.9361834743216662	0.9446121056980403	0.9389294225915988	0.9450501787375402	0.9384295570465803	0.9430103585717556	0.9446637143245517	0.9324644176344026	0.9300894955573233	0.9339683869359307
7	0.9816848003996864	0.9757720844714285	0.9789280164207349	0.975976921740152	0.9726211860218751	0.9648527413175624	0.9717424628826499	0.9610728125823762	0.9616311502946653	0.9630420775061378	0.9672028842072824	0.9619111891904046	0.9586871794402851	0.9476055653723191	0.9517832831656127	0.9559923023126647	0.9409765315113633	0.9498876858818774	0.9500241950726778	0.9411179238766141	0.9378078207855804	0.9362744721239242	0.9396133727838506	0.9410056346243194	0.9330580880095379	0.9294648631326449	0.9310285377456786	0.9386824148762447	0.9342177650716986	0.9313711259980803	0.9354244914700071	0.9313740223807386	0.9367055119572953	0.9271016515737648	0.9214540016043954	0.9260541864362551	0.9381681221587371	0.9343004800599806	0.9323835721366052	0.9346673824074009	0.9328395574996108	0.919666371358278	0.9250107657281476	0.9378724276925251	0.9308235852274804	0.9220013787261184
8	0.9803365418266955	0.9760359148973996	0.9702397316142188	0.9669359485535387	0.9629201984558268	0.9634728507168908	0.9576031662702831	0.9627932308892203	0.9565505658509003	0.9523701999541668	0.9465587806160091	0.9472915666899854	0.9489056741729529	0.9403813933093024	0.9479185813740741	0.9457003907509612	0.9395529365598094	0.9329261065142909	0.9385911723675676	0.9308233417018219	0.9289823940550975	0.9289214257264138	0.9337257448161128	0.9351358364881883	0.9370555752914091	0.9233391568510169	0.9241263408677256	0.912684927719258	0.9334100069557045	0.9263678360357842	0.9306375282334058	0.9251022619510266	0.9243696934610494	0.9211793301793071	0.9177643614056928	0.9315561955932874	0.9081337348795425	0.9167083866428442	0.9230506490081859	0.9222555354687988	0.9290977585979406	0.9124782006013871	0.9215659042825993	0.9161295121903191	0.919523377392046	0.9193377389252732
9	0.981538019535505	0.9692880680237488	0.9694086641280498	0.9635053112691524	0.965227959821192	0.9633585908177185	0.9557275387919582	0.9535247835207364	0.9543270487489022	0.9558318125135082	0.9458568612607263	0.9516705342544595	0.9431385069947408	0.9311153191241068	0.9376675619589426	0.9259087797625657	0.9269439153076078	0.9394381216482265	0.924221338438344	0.9274512203859888	0.9261916297642793	0.9162469486740676	0.9165790045878484	0.9112685456734908	0.9183758230925537	0.919870030063156	0.9262387132147206	0.9148131035221039	0.9094059385575619	0.9220491523543162	0.9214882707395624	0.9021865217468128	0.8990604261629861	0.9149056883582662	0.910435414095919	0.912976228816007	0.9035574601244132	0.9095136506718533	0.8997151517749267	0.918404863874581	0.9061174566297465	0.9071250010121905	0.90669570577944	0.916900653560768	0.9195388615500073	0.904879719693086
